MLV_ID,Nombre,Precio_Numerico,Score,Opiniones,Ventas_Estimadas,Visitas_10dias,EnvioGratis,Vendedor_Nombre,Vendedor_Estatus,Vendedor_Seguidores,Vendedor_Productos,Vendedor_Ventas,Vendedor_Recomendacion,Vendedor_AniosML,Vendedor_Link,Ubicacion_Tienda,Categoria,Subcategorias,Categorias,Marca,Modelo,Especificaciones,Imagen,Link_Producto,Google_Breakout_Vendedor,DeepExtracted,Synced_At
MLV745262662,Kit De Aletas De Tiburon Para Vehiculos Tuning,7.5,4.9,192,1000,0,Sí,RS STORE,MercadoLíder Platinum,7500,100,50000,99,12,https://www.mercadolibre.com.ve/tienda/rs-store,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Embellecedores > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Embellecedores > Otros,RS AUTO PARTS,N/A,Marca: RS AUTO PARTS,https://http2.mlstatic.com/D_NQ_NP_2X_989516-MLV54911010838_042023-F.webp,https://articulo.mercadolibre.com.ve/MLV-745262662-kit-de-aletas-de-tiburon-para-vehiculos-tuning-_JM,https://www.google.com/search?q=%22RS%20STORE%22%20Venezuela%20Barquisimeto%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-16T23:30:44.051Z
MLV768246285,"Centro Tapa De Rin Chevrolet Optra, Epica, Captiva. Negro",3,4.8,75,500,0,Sí,Cars Nation,MercadoLíder Platinum,500,100,10000,99,10,https://www.mercadolibre.com.ve/pagina/carstao,"Girardot (Maracay), Aragua",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Chevrolet,N/A,"Marca: Chevrolet | Número de pieza: 36386654 | Color: Negro | Tipo de vehículo: Carro/Camioneta | Tipo de taza: Central | Material: ABS | Diámetro: 6 """,https://http2.mlstatic.com/D_NQ_NP_2X_806535-MLV80837486722_122024-F.webp,https://articulo.mercadolibre.com.ve/MLV-768246285-centro-tapa-de-rin-chevrolet-optra-epica-captiva-negro-_JM,https://www.google.com/search?q=%22Cars%20Nation%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:36.547Z
MLV807431088,Aleta De Tiburón Mini Tunning Para Vehiculo Negra / Fibra Ca,7,4.9,98,500,0,Sí,invjohsnecarsca,MercadoLíder Platinum,390,500,5000,100,12,https://www.mercadolibre.com.ve/pagina/inv.johsnecarsc.a.,"Girardot (Maracay), Aragua",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Otros,TYPER,N/A,Marca: TYPER | Número de pieza: 10 | Tipo de vehículo: Carro/Camioneta | Incluye herrajes de montaje: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_975873-MLV93486412678_102025-F.webp,https://articulo.mercadolibre.com.ve/MLV-807431088-aleta-de-tiburon-mini-tunning-para-vehiculo-negra-fibra-ca-_JM,https://www.google.com/search?q=%22invjohsnecarsca%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:37.216Z
MLV761168798,Pega Uretano Parabrisas Negro Poliuretano,6.99,4.8,230,1000,0,Sí,Vendido por PARTS.ALL,MercadoLíder Platinum,N/A,50,5000,100,7,https://listado.mercadolibre.com.ve/_CustId_427657127,"Mun. Chacao (norte), Distrito Capital",Accesorios para Vehículos,Acc. para Carros y Camionetas > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Otros,Uflex,N/A,Marca: Uflex,https://http2.mlstatic.com/D_NQ_NP_2X_963097-MLV107812965358_032026-F.webp,https://articulo.mercadolibre.com.ve/MLV-761168798-pega-uretano-parabrisas-negro-poliuretano-_JM,https://www.google.com/search?q=%22Vendido%20por%20PARTS.ALL%22%20Venezuela%20Mun.%20Chacao%20(norte)%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-16T23:30:46.690Z
MLV828503868,Acople Adaptador Para Reloj Temperatura 26 28 30 32 Y 34mm,5,4.9,145,500,0,Sí,RS STORE,MercadoLíder Platinum,7400,100,50000,99,12,https://www.mercadolibre.com.ve/tienda/rs-store,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Interior > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Interior > Otros,RS,N/A,Marca: RS | Número de pieza: RS,https://http2.mlstatic.com/D_NQ_NP_2X_704314-MLV82306648394_022025-F.webp,https://articulo.mercadolibre.com.ve/MLV-828503868-acople-adaptador-para-reloj-temperatura-26-28-30-32-y-34mm-_JM,https://www.google.com/search?q=%22RS%20STORE%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:38.804Z
MLV735570143,Botón Seguro Puerta Silverado Tahoe Avalanche C3500 07-14,4.99,4.8,0,1000,0,Sí,Pendiente,Pendiente,N/A,N/A,N/A,N/A,N/A,,Pendiente,N/A,N/A,N/A,N/A,N/A,N/A,https://http2.mlstatic.com/D_Q_NP_2X_870601-MLV53516659793_012023-E.webp,https://articulo.mercadolibre.com.ve/MLV-735570143-boton-seguro-puerta-silverado-tahoe-avalanche-c3500-07-14-_JM,,No,2026-08-16T23:30:58.404Z
MLV755842929,Copas Tapa Tazas Centro Rin Aveo Original Plateado,5,4.9,143,500,0,Sí,AUTO ACCESORIOS DEL CENTRO,MercadoLíder Platinum,3200,100,10000,100,10,https://www.mercadolibre.com.ve/pagina/auto_accesorios_del_centro6506,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,GM,N/A,"Marca: GM | Número de pieza: 2 | Color: Plateado | Tipo de vehículo: Carro/Camioneta | Tipo de taza: Central | Material: Plástico | Diámetro: 5,5 "" | Origen: China | Es asegurable: Sí",https://http2.mlstatic.com/D_NQ_NP_2X_713726-MLV74775727618_032024-F.webp,https://articulo.mercadolibre.com.ve/MLV-755842929-copas-tapa-tazas-centro-rin-aveo-original-plateado-_JM,https://www.google.com/search?q=%22AUTO%20ACCESORIOS%20DEL%20CENTRO%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:39.778Z
MLV795726538,Centro Rin De Ford Explorer 2007 /08/09/2010 /2012 + C/u Gris,2.5,5,98,500,0,Sí,ALEXSTOREVECOLMENAREZ,MercadoLíder Platinum,520,100,5000,99,5,https://www.mercadolibre.com.ve/pagina/alexstorevecolmenarez,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,RSP,N/A,Marca: RSP | Número de pieza: 6F2Z-1130-B | Color: Gris | Tipo de vehículo: Carro/Camioneta | Tipo de taza: Central | Material: Plástico,https://http2.mlstatic.com/D_NQ_NP_2X_692956-MLA113129055528_072026-F.webp,https://articulo.mercadolibre.com.ve/MLV-795726538-centro-rin-de-ford-explorer-2007-08092010-2012-cu-gris-_JM,https://www.google.com/search?q=%22ALEXSTOREVECOLMENAREZ%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:40.205Z
MLV768132045,Carcasa Control Chevystar Chevrolet,3,4.8,143,1000,0,Sí,RS STORE,MercadoLíder Platinum,7400,100,50000,99,12,https://www.mercadolibre.com.ve/tienda/rs-store,"Barquisimeto, Lara",Accesorios para Vehículos,Seguridad Vehicular > Alarmas y Accesorios > Carcasas de Controles,Accesorios para Vehículos > Seguridad Vehicular > Alarmas y Accesorios > Carcasas de Controles,RS,chevystar,Marca: RS | Modelo: chevystar,https://http2.mlstatic.com/D_NQ_NP_2X_765301-MLV81033791449_112024-F.webp,https://articulo.mercadolibre.com.ve/MLV-768132045-carcasa-control-chevystar-chevrolet-_JM,https://www.google.com/search?q=%22RS%20STORE%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:40.636Z
MLV742161662,Botón Seguro Puerta Silverado Tahoe Avalanche C3500 Gris,4.99,4.9,110,500,0,Sí,VenelinK,MercadoLíder Platinum,3300,1000,50000,100,15,https://www.mercadolibre.com.ve/pagina/alcideoliveira,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Interior > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Interior > Otros,Eccpp,N/A,Marca: Eccpp,https://http2.mlstatic.com/D_NQ_NP_2X_825669-MLV54552186439_032023-F.webp,https://articulo.mercadolibre.com.ve/MLV-742161662-boton-seguro-puerta-silverado-tahoe-avalanche-c3500-gris-_JM,https://www.google.com/search?q=%22VenelinK%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:41.062Z
MLV572805557,Centro De Rin Ford Explorer Eddie Bauer Sport Trac Gris,3,5,72,500,0,Sí,AUTO ACCESORIOS DEL CENTRO,MercadoLíder Platinum,3200,100,10000,100,10,https://www.mercadolibre.com.ve/pagina/auto_accesorios_del_centro6506,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Ford,N/A,"Marca: Ford | Número de pieza: 1 | Color: Gris | Tipo de vehículo: Carro/Camioneta | Tipo de taza: Central | Material: Plástico | Diámetro: 2 "" | Origen: China | Es asegurable: No",https://http2.mlstatic.com/D_NQ_NP_2X_709515-MLV108578374214_032026-F.webp,https://articulo.mercadolibre.com.ve/MLV-572805557-centro-de-rin-ford-explorer-eddie-bauer-sport-trac-gris-_JM,https://www.google.com/search?q=%22AUTO%20ACCESORIOS%20DEL%20CENTRO%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:41.490Z
MLV566120009,Alarma Para Carro Universal Antirobo Antiscanner Bluetooth,29.97,5,7,500,0,Sí,RS STORE,MercadoLíder Platinum,7400,100,50000,99,12,https://www.mercadolibre.com.ve/tienda/rs-store,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Otros,RS AUTO PARTS,N/A,Marca: RS AUTO PARTS,https://http2.mlstatic.com/D_NQ_NP_2X_777793-MLV79564263732_102024-F.webp,https://articulo.mercadolibre.com.ve/MLV-566120009-alarma-para-carro-universal-antirobo-antiscanner-bluetooth-_JM,https://www.google.com/search?q=%22RS%20STORE%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:41.938Z
MLV827438110,Tonillos Arandelas Decorativos Jdm Password Set 10 Tuning,4.99,4.9,69,500,0,Sí,INVERSIONES NICOCARS,MercadoLíder Platinum,480,100,5000,99,20,https://www.mercadolibre.com.ve/pagina/inversionesnicocars,"Mun. El Hatillo (sur), Distrito Capital",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Embellecedores > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Embellecedores > Otros,Genérica,N/A,Marca: Genérica | Número de pieza: Set 10 | Tipo de vehículo: Carro/Camioneta,https://http2.mlstatic.com/D_NQ_NP_2X_720026-MLV82504872191_022025-F.webp,https://articulo.mercadolibre.com.ve/MLV-827438110-tonillos-arandelas-decorativos-jdm-password-set-10-tuning-_JM,https://www.google.com/search?q=%22INVERSIONES%20NICOCARS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:42.365Z
MLV713040284,F4 Reproductor Mp3 Bluetooth Transmisor Fm Cargador Carro,5.43,4.6,40,500,0,Sí,77 Innovación,MercadoLíder Platinum,10100,100,100000,98,14,https://www.mercadolibre.com.ve/tienda/77-innovacion,"Mun. Sucre (norte), Distrito Capital",Accesorios para Vehículos,Audio para Vehículos > Equipos de Audio > Accesorios > Adaptadores,Accesorios para Vehículos > Audio para Vehículos > Equipos de Audio > Accesorios > Adaptadores,Genérica,C9-A,"Marca: Genérica | Modelo: C9-A | Dimensiones estándar del estéreo: 1.5 DIN | Material: Plástico | Altura exterior: 8,7 cm | Ancho exterior: 3,78 cm | Largo exterior: 2,7 cm",https://http2.mlstatic.com/D_NQ_NP_2X_625663-MLV76857671886_062024-F.webp,https://articulo.mercadolibre.com.ve/MLV-713040284-f4-reproductor-mp3-bluetooth-transmisor-fm-cargador-carro-_JM,https://www.google.com/search?q=%2277%20Innovaci%C3%B3n%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:42.781Z
MLV727175644,Tow Strap Cinta De Remolque Jdm Tunning,3.5,4.9,403,1000,0,Sí,FULL IMPORT-2020,MercadoLíder Platinum,2300,100,10000,100,11,https://www.mercadolibre.com.ve/pagina/fullimport-2020,"Pto. La Cruz, Anzoátegui",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Cintas de Remolque,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Cintas de Remolque,Umbranded,N/A,"Marca: Umbranded | Número de pieza: 0004 | Largo x Ancho: 25 cm x 5 cm | Tipo de vehículo: Carro/Camioneta | Peso máximo soportado: 2 t | Diámetro del agujero: 1,5 cm | Origen: China",https://http2.mlstatic.com/D_NQ_NP_2X_873472-MLV71159574528_082023-F.webp,https://articulo.mercadolibre.com.ve/MLV-727175644-tow-strap-cinta-de-remolque-jdm-tunning-_JM,https://www.google.com/search?q=%22FULL%20IMPORT-2020%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:43.172Z
MLV836171938,Tuerca Tipo Bulgue Cromada Rines 12x1.25 12x1.5 Unidad,2,4.4,8,500,0,Sí,insucauchos monagas,MercadoLíder Gold,100,100,500,100,16,https://www.mercadolibre.com.ve/pagina/insucauchosmonagas,"Maturin, Monagas",Accesorios para Vehículos,Accesorios para Línea Pesada > Accesorios de Exterior > Antirrobos de Ruedas,Accesorios para Vehículos > Accesorios para Línea Pesada > Accesorios de Exterior > Antirrobos de Ruedas,Kiki,12X1.5 12X1.25,Marca: Kiki | Modelo: 12X1.5 12X1.25 | Número de pieza: 1 | Tipo de vehículo: Línea Pesada,https://http2.mlstatic.com/D_NQ_NP_2X_888350-MLV83769034795_042025-F.webp,https://articulo.mercadolibre.com.ve/MLV-836171938-tuerca-tipo-bulgue-cromada-rines-12x125-12x15-unidad-_JM,https://www.google.com/search?q=%22insucauchos%20monagas%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:43.591Z
MLV545590173,Tapas Centro Rin Toyota 4runner 03-08 Nuevo Original Gris,7.5,4.9,0,1000,0,Sí,Pendiente,Pendiente,N/A,N/A,N/A,N/A,N/A,,Pendiente,N/A,N/A,N/A,N/A,N/A,N/A,https://http2.mlstatic.com/D_Q_NP_2X_930311-MLV31959801123_082019-E.webp,https://articulo.mercadolibre.com.ve/MLV-545590173-tapas-centro-rin-toyota-4runner-03-08-nuevo-original-gris-_JM,,No,2026-08-16T23:30:57.416Z
MLV747537265,Centro Rin Silverado Ls Gris Mate Rin De Hierro Gris,13.5,4.9,78,500,0,Sí,ALEXSTOREVECOLMENAREZ,MercadoLíder Platinum,520,100,5000,99,5,https://www.mercadolibre.com.ve/pagina/alexstorevecolmenarez,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Akautoparts,N/A,Marca: Akautoparts | Número de pieza: 15067578 | Color: Gris | Tipo de vehículo: Carro/Camioneta | Tipo de taza: Central | Material: Plástico Gris | Origen: Taiwán | Es asegurable: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_656207-MLV71333730779_082023-F.webp,https://articulo.mercadolibre.com.ve/MLV-747537265-centro-rin-silverado-ls-gris-mate-rin-de-hierro-gris-_JM,https://www.google.com/search?q=%22ALEXSTOREVECOLMENAREZ%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:44.444Z
MLV748297572,Modulos Led Borde Rueda 20 Unidades Varios Colores 12v,5.76,4.9,83,500,0,Sí,Lara Led Auto Partes,MercadoLíder Platinum,1700,100,10000,99,11,https://www.mercadolibre.com.ve/pagina/laraled_ve,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Interior > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Interior > Otros,Lara Led Autoparts,N/A,Marca: Lara Led Autoparts | Número de pieza: 20 | Tipo de vehículo: Carro/Camioneta | Origen: China,https://http2.mlstatic.com/D_NQ_NP_2X_733155-MLV107191453685_022026-F.webp,https://articulo.mercadolibre.com.ve/MLV-748297572-modulos-led-borde-rueda-20-unidades-varios-colores-12v-_JM,https://www.google.com/search?q=%22Lara%20Led%20Auto%20Partes%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:44.892Z
MLV790752522,Tapa Valvula De Gusanillo Tipo Pua Jdm 4pcs Tuning,5,5,0,1000,0,Sí,Pendiente,Pendiente,N/A,N/A,N/A,N/A,N/A,,Pendiente,N/A,N/A,N/A,N/A,N/A,N/A,https://http2.mlstatic.com/D_Q_NP_2X_961106-MLV75460487748_042024-E.webp,https://articulo.mercadolibre.com.ve/MLV-790752522-tapa-valvula-de-gusanillo-tipo-pua-jdm-4pcs-tuning-_JM,,No,2026-08-16T23:30:59.612Z
MLV714671963,Corneta Pito Sirena Retroceso Para Carro Camion 12/24voltios Negro,8.97,4.8,107,500,0,Sí,Aderco,MercadoLíder Platinum,5000,500,10000,100,7,https://www.mercadolibre.com.ve/tienda/aderco,"Valencia (Valencia), Carabobo",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Sensores de Retroceso,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Sensores de Retroceso,Aderco,12/24v,Marca: Aderco | Modelo: 12/24v | Número de pieza: 1 | Color: Negro | Con pantalla digital: No | Con cámara: No | Con buzzer: No,https://http2.mlstatic.com/D_NQ_NP_2X_644419-MLV85403469184_062025-F.webp,https://articulo.mercadolibre.com.ve/MLV-714671963-corneta-pito-sirena-retroceso-para-carro-camion-1224voltios-negro-_JM,https://www.google.com/search?q=%22Aderco%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:45.837Z
MLV581217902,Selenoide Para Carro Universal De 2 Y 5 Cables Hammer,4.99,4.8,101,500,0,Sí,TOYOSENSOR,N/A,20,1000,10000,100,12,https://www.mercadolibre.com.ve/pagina/toyosensor,"Mun. Libertador (Sur), Distrito Capital",Accesorios para Vehículos,Acc. para Carros y Camionetas > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Otros,N/A,N/A,N/A,https://http2.mlstatic.com/D_NQ_NP_2X_981352-MLV77302745459_062024-F.webp,https://articulo.mercadolibre.com.ve/MLV-581217902-selenoide-para-carro-universal-de-2-y-5-cables-hammer-_JM,https://www.google.com/search?q=%22TOYOSENSOR%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:46.273Z
MLV546415150,Forro Universal Para Volante Vehículo Car De Silicon Talla M Beige,5.04,5,1,500,0,Sí,KAMIKAZE ELECTRONICA,MercadoLíder Platinum,860,100,10000,98,10,https://www.mercadolibre.com.ve/pagina/kamikazeelectronica,"Mun. Libertador (Centro), Distrito Capital",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Interior > Alfombras,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Interior > Alfombras,Genérica,N/A,Marca: Genérica | Número de pieza: 1 | Color: Beige | Material: Silicona | Tipo de vehículo: Carro/Camioneta,https://http2.mlstatic.com/D_NQ_NP_2X_876811-MLV32088147316_092019-F.webp,https://articulo.mercadolibre.com.ve/MLV-546415150-forro-universal-para-volante-vehiculo-car-de-silicon-talla-m-beige-_JM,https://www.google.com/search?q=%22KAMIKAZE%20ELECTRONICA%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:46.704Z
MLV572840004,Espaciador O Filler De Daewoo Matiz. En Fibra De Vidrio,15,4.8,167,500,0,Sí,shalomfibradevidrio,MercadoLíder Gold,60,5,1000,98,8,https://www.mercadolibre.com.ve/pagina/shalomfibradevidrio,"Valencia (Valencia), Carabobo",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Otros,Daewoo,N/A,Marca: Daewoo,https://http2.mlstatic.com/D_NQ_NP_2X_991358-MLV77524833145_072024-F.webp,https://articulo.mercadolibre.com.ve/MLV-572840004-espaciador-o-filler-de-daewoo-matiz-en-fibra-de-vidrio-_JM,https://www.google.com/search?q=%22shalomfibradevidrio%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:47.137Z
MLV580132414,"Voltaje Digital Voltimetro Universal 12v,24v,30v Carros Moto",3.6,4.8,117,500,0,Sí,Vendido por MICRO_512M,MercadoLíder Platinum,N/A,100,5000,99,15,https://listado.mercadolibre.com.ve/_CustId_34726751,"Mun. Libertador (Centro), Distrito Capital",Accesorios para Vehículos,Acc. para Carros y Camionetas > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Otros,Zectronix,N/A,Marca: Zectronix,https://http2.mlstatic.com/D_NQ_NP_2X_720914-MLV46390496370_062021-F.webp,https://articulo.mercadolibre.com.ve/MLV-580132414-voltaje-digital-voltimetro-universal-12v24v30v-carros-moto-_JM,https://www.google.com/search?q=%22Vendido%20por%20MICRO_512M%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:47.572Z
MLV716723888,Boton Seguro Puerta Silverado Ls Rey Camion 3500 Hd,5,4.9,118,500,0,Sí,MEGAPARTES VALENCIA,MercadoLíder Platinum,1300,100,10000,100,13,https://www.mercadolibre.com.ve/pagina/megapartes_valencia,No especificada,Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Interior > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Interior > Otros,USA,N/A,Marca: USA | Origen: USA,https://http2.mlstatic.com/D_NQ_NP_2X_884096-MLV77933956368_082024-F.webp,https://articulo.mercadolibre.com.ve/MLV-716723888-boton-seguro-puerta-silverado-ls-rey-camion-3500-hd-_JM,https://www.google.com/search?q=%22MEGAPARTES%20VALENCIA%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:48.039Z
MLV764758327,"Tapas, Centros Rin Ford Explorer, Eddi Bauer, Y Sportrack. Plateado",3,4.8,88,500,0,Sí,Cars Nation,MercadoLíder Platinum,500,100,10000,99,10,https://www.mercadolibre.com.ve/pagina/carstao,"Girardot (Maracay), Aragua",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Tazas,TAO,N/A,Marca: TAO | Número de pieza: 53735436863 | Color: Plateado | Tipo de vehículo: Carro/Camioneta | Tipo de taza: Central | Material: ABS | Es asegurable: No,https://http2.mlstatic.com/D_NQ_NP_2X_632382-MLV78023377464_082024-F.webp,https://articulo.mercadolibre.com.ve/MLV-764758327-tapas-centros-rin-ford-explorer-eddi-bauer-y-sportrack-plateado-_JM,https://www.google.com/search?q=%22Cars%20Nation%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:48.461Z
MLV770345712,Valvula Tapa De Gusanillo Blox Tipo Pua Jdm,4.49,4.9,59,500,0,Sí,RS STORE,MercadoLíder Platinum,7400,100,50000,99,12,https://www.mercadolibre.com.ve/tienda/rs-store,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Embellecedores > Tapas de Válvulas de Ruedas,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Embellecedores > Tapas de Válvulas de Ruedas,Blox,N/A,Marca: Blox | Tipo de vehículo: Carro/Camioneta | Material: Aluminio | Altura: 60 mm,https://http2.mlstatic.com/D_NQ_NP_2X_802844-MLV71859912476_092023-F.webp,https://articulo.mercadolibre.com.ve/MLV-770345712-valvula-tapa-de-gusanillo-blox-tipo-pua-jdm-_JM,https://www.google.com/search?q=%22RS%20STORE%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:48.891Z
MLV561134314,"Papel Ahumado, Marca Protec. El Mejor Del Mercado",3,5,14,1000,0,Sí,KALCOSMANIA,MercadoLíder Platinum,480,100,1000,99,14,https://www.mercadolibre.com.ve/pagina/kalcosmania,"Barquisimeto, Lara",Accesorios para Vehículos,Acc. para Carros y Camionetas > Accesorios de Exterior > Otros,Accesorios para Vehículos > Acc. para Carros y Camionetas > Accesorios de Exterior > Otros,Protec Film,N/A,Marca: Protec Film,https://http2.mlstatic.com/D_NQ_NP_2X_968271-MLV52510106176_112022-F.webp,https://articulo.mercadolibre.com.ve/MLV-561134314-papel-ahumado-marca-protec-el-mejor-del-mercado-_JM,https://www.google.com/search?q=%22KALCOSMANIA%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:30:49.391Z
